-0.701339,-0.712828
0.953354,-0.301855
0.990702,-0.136052
-0.312480,-0.949924
0.480490,-0.877000
0.618353,0.785900
-0.048716,0.998813
0.682307,0.731066
-0.171600,0.985167
-0.364192,0.931324
-0.736130,-0.676840
-0.461788,0.886990
0.156512,-0.987676
0.835774,0.549074
-0.945589,-0.325363
-0.421256,-0.906942
-0.545131,0.838351
0.992129,0.125223
0.998231,0.059451
-0.210323,-0.977632
0.907199,-0.420703
0.738033,-0.674765
-0.386456,0.922308
0.990783,-0.135462
0.113465,0.993542
0.950034,-0.312145
-0.295955,-0.955202
0.989378,0.145366
0.962300,0.271989
-0.742507,0.669838
0.752156,0.658985
-0.989049,-0.147585
0.637129,0.770757
0.310218,-0.950666
0.418460,0.908235
-0.039507,-0.999219
-0.805247,-0.592939
0.782171,0.623064
0.843273,0.537485
-0.429054,-0.903279
0.164000,0.986460
-0.583245,0.812296
-0.621364,0.783522
0.538706,0.842494
0.889206,0.457507
-0.591789,-0.806093
-0.989599,-0.143854
-0.898748,-0.438465
-0.696673,0.717389
-0.770974,0.636867
0.063371,0.997990
0.466261,0.884647
0.580278,-0.814418
-0.908370,-0.418168
0.629879,0.776693
-0.476737,0.879046
0.455601,-0.890184
-0.646018,0.763322
0.377122,-0.926164
0.978061,-0.208320
-0.772128,0.635467
0.920108,0.391665
0.976153,-0.217084
0.712049,-0.702130
0.999029,-0.044068
0.180918,-0.983498
0.420441,-0.907320
-0.722119,0.691769
-0.700402,0.713749
0.652530,-0.757763
0.950878,0.309565
-0.093558,-0.995614
0.646195,0.763172
-0.977519,-0.210849
0.994281,0.106798
0.827135,0.562003
-0.867862,0.496805
-0.763632,-0.645652
0.376931,0.926241
0.457314,-0.889305
-0.492433,0.870350
-0.751952,-0.659218
0.240077,0.970754
-0.222273,0.974984
-0.912472,-0.409139
-0.856247,-0.516566
0.641484,0.767137
-0.890990,-0.454023
-0.995134,0.098528
-0.510796,-0.859702
-0.709526,0.704679
-0.993132,-0.116996
0.436856,0.899531
0.989459,0.144815
-0.664327,-0.747442
0.999976,-0.006915
-0.892955,0.450147
0.827632,0.561272
-0.983735,0.179624
0.315805,-0.948824
-0.583510,0.812106
0.293439,0.955978
-0.702773,-0.711415
-0.478684,-0.877987
-0.428904,-0.903350
0.618315,0.785931
-0.450626,0.892713
0.633118,0.774055
-0.795948,-0.605365
-0.983388,-0.181516
0.522452,0.852669
0.625525,0.780204
-0.893419,-0.449225
-0.808685,-0.588241
0.636334,0.771414
0.693675,0.720288
-0.229358,-0.973342
0.528545,0.848905
-0.982334,0.187136
0.616311,-0.787503
-0.893753,0.448560
-0.716764,0.697316
0.752533,0.658554
-0.856820,0.515616
-0.613176,0.789947
0.713986,-0.700160
-0.543012,0.839725
-0.589961,0.807432
0.832131,0.554579
-0.634393,0.773010
0.876021,0.482273
0.854081,-0.520139
0.894655,0.446757
-0.484507,-0.874787
0.708978,-0.705230
-0.876278,-0.481806
0.701373,0.712794
-0.966559,-0.256445
-0.969402,0.245478
-0.788666,-0.614822
-0.229322,-0.973351
-0.980509,0.196477
-0.822143,-0.569281
0.714138,0.700005
0.307971,0.951396
-0.153663,0.988123
-0.953615,0.301030
-0.539824,-0.841778
-0.836071,0.548622
0.280283,0.959918
0.992595,-0.121474
0.997126,0.075766
0.629566,-0.776947
0.883014,-0.469347
0.313958,0.949437
-0.994952,0.100349
0.550211,-0.835025
0.868189,-0.496233
0.870420,-0.492310
0.837635,0.546230
0.378846,-0.925460
-0.419973,0.907537
0.402144,-0.915577
0.843270,0.537490
-0.772989,-0.634420
-0.644215,-0.764844
-0.885761,-0.464142
-0.997164,-0.075263
0.605516,0.795833
-0.699088,0.715036
-0.136395,-0.990654
-0.302409,0.953178
0.654429,0.756123
0.952751,0.303753
-0.844032,0.536293
-0.436826,-0.899546
-0.830536,-0.556965
0.756630,-0.653844
0.452629,-0.891699
-0.860141,0.510056
-0.997207,-0.074682
-0.596732,-0.802440
-0.596415,-0.802676
0.680350,0.732888
-0.517576,0.855637
0.509091,-0.860713
-0.758660,-0.651487
-0.180716,0.983535
-0.973615,-0.228196
-0.656570,-0.754265
0.613894,-0.789388
-0.807958,-0.589241
-0.711045,0.703147
-0.635122,0.772412
0.987087,-0.160183
0.747498,-0.664264
-0.912880,-0.408229
-0.894507,0.447053
0.874258,-0.485461
-0.010925,-0.999940
-0.697056,-0.717017
-0.898891,-0.438173
0.674962,0.737852
-0.843805,0.536650
0.870960,-0.491354
0.914004,-0.405706
-0.291886,0.956453
0.812355,-0.583163
-0.875377,0.483441
-0.941436,-0.337192
0.702046,-0.712131
0.175409,-0.984496
-0.998333,0.057717
