-0.041161,-0.069141
-0.696949,0.162286
0.068407,0.614998
-0.999852,0.517080
0.628660,-0.357920
-0.680889,0.784307
0.998653,-0.202029
0.587451,0.362305
-0.162469,-0.002377
-0.182945,0.061841
0.018155,-0.299026
-0.048791,-0.973114
0.534031,0.348755
0.653188,0.926413
-0.703957,0.417340
0.352633,-0.050115
-0.046675,-0.576486
-0.739327,-0.530998
-0.304170,0.513059
-0.008893,-0.274176
-0.072397,-0.889134
0.578285,0.474981
-0.966536,-0.716707
0.004825,0.156699
0.690788,-0.194728
-0.733845,0.750408
0.924129,-0.688497
-0.220440,0.655138
0.863161,0.989554
0.649627,0.662269
-0.387867,-0.986571
-0.845910,-0.726525
-0.784766,-0.799051
0.512403,0.422817
-0.847027,-0.712821
-0.255163,0.385411
0.387606,0.997264
-0.742417,-0.295421
-0.600566,0.061388
0.859109,0.856032
-0.086078,-0.698357
0.559241,-0.968127
0.667112,0.183955
-0.957786,0.801889
-0.350909,0.867596
-0.281950,0.162442
0.553733,-0.469972
0.665666,0.787935
0.215489,0.822374
0.861536,-0.745801
0.856003,0.307155
0.750704,0.160215
-0.608156,-0.916387
0.827250,0.258970
0.592220,0.210248
-0.346096,0.021051
0.829990,0.969658
-0.735257,-0.271985
0.826418,-0.365889
-0.952825,-0.411951
0.376341,-0.408855
0.430465,0.993652
-0.751104,0.443574
-0.015293,-0.844387
0.381901,-0.685961
0.403850,-0.311841
-0.423511,0.183434
-0.352591,0.805888
0.768042,-0.494478
0.244743,0.539692
-0.815944,0.849370
-0.382710,0.431056
-0.923000,0.250699
0.988258,0.660092
0.699854,-0.345108
0.419835,0.372989
-0.316483,-0.341768
0.729694,-0.213746
-0.963762,-0.849039
-0.587677,0.275969
0.433820,0.815319
-0.609243,-0.107692
-0.184371,-0.094664
-0.654512,-0.017360
-0.221008,0.321920
-0.234798,0.887134
0.224875,0.216264
0.459253,-0.049727
0.963182,0.547695
0.581700,0.024840
-0.685991,0.396931
0.601630,-0.458404
-0.318044,-0.341277
-0.157791,-0.240066
-0.966495,0.579253
0.009149,0.152128
0.110791,0.769838
0.272934,0.444279
-0.131161,0.578409
-0.962396,0.029358
0.000940,-0.091001
-0.137333,0.019570
0.661001,-0.990848
0.722927,0.431237
-0.806175,0.030165
-0.298543,0.109020
0.012369,-0.687422
0.050319,-0.960044
0.645911,-0.357663
-0.891532,-0.086464
-0.458972,-0.999396
0.614556,-0.546196
-0.017843,0.416699
0.068500,0.641351
-0.102138,-0.224566
-0.834068,0.173135
-0.580663,-0.404033
-0.567121,0.763170
0.261223,0.959056
0.243298,0.384848
-0.916708,-0.849050
0.954796,0.111700
0.564773,0.144525
0.364460,-0.569165
0.135481,-0.382153
-0.137647,0.749979
0.605839,0.416319
-0.983679,0.953370
-0.255235,-0.584708
0.858284,-0.198934
0.845802,0.972193
-0.357108,0.711434
0.035042,-0.786950
0.878520,-0.231923
0.388504,-0.072696
-0.964111,-0.222924
-0.358882,0.009799
-0.252696,0.307306
0.565932,0.268843
0.863899,0.920676
0.732512,-0.380233
-0.702226,0.147377
-0.615784,0.598132
0.734383,0.631856
-0.267129,-0.207178
0.612834,0.056224
0.526063,-0.968074
-0.059525,-0.651440
0.617695,0.437570
-0.507747,0.329514
0.762139,-0.860017
